day	turnSpent	free?	location	encounterName	familiar	items	meat	rounds	mus	mys	mox	advsGained	effectsGained	itemsUsed	skillsUsed	freeRun?	banish	freeKill	sniff	spit	copy	macroFrom	
1	83	true	The Haunted Bathroom	sausage goblin	Reanimated Reanimator		0	9	0	0	0	0		|Time-Spinner	 | WINK AT | KODIAK MOMENT | SUMMON LOVE GNATS | SUMMON LOVE STINKBUG | SUMMON LOVE MOSQUITO	0	0	0	0	0	1		
1	83	false	The Haunted Bathroom	malevolent hair clog	XO Skeleton	 | gob of wet hair | good brain	15	2	42	10	13	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	84	false	The Haunted Bathroom	toilet papergeist	XO Skeleton	 | X | decent brain	12	2	40	14	8	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	85	false	The Haunted Bathroom	toilet papergeist	XO Skeleton	 | roll of toilet paper | decent brain	10	2	42	7	13	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	86	false	The Haunted Bathroom	malevolent hair clog	XO Skeleton	 | gob of wet hair | white pixel | decent brain	13	2	44	12	8	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	87	false	The Haunted Bathroom	toilet papergeist	XO Skeleton		0	2	5	0	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	88	true	The Haunted Bathroom	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
1	88	false	The Haunted Bathroom	cosmetics wraith	XO Skeleton	 | Lady Spookyraven's powder puff | old eyebrow pencil | old rosewater cream | old bronzer	10	2	42	13	10	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	89	false	The Haunted Bedroom	animated ornate nightstand	XO Skeleton		0	2	0	0	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	90	true	The Haunted Bedroom	animated mahogany nightstand	XO Skeleton		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
1	90	true	The Haunted Bedroom	animated rustic nightstand	XO Skeleton		0	1	0	0	0	0			 | KGB TRANQUILIZER DART	1	1	0	0	0	0		
1	90	true	Cook 6 wad of dough + 6 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	90	true	Cook 25 wad of dough + 25 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	90	false	The Haunted Bedroom	One Ornate Nightstand	XO Skeleton	 | disposable instant camera	11	2	38	20	7	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	91	true	The Haunted Bedroom	Wardr&ouml;b nightstand	XO Skeleton		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
1	91	false	The Haunted Bedroom	One Ornate Nightstand	XO Skeleton		542	2	37	14	10	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	92	false	The Haunted Bedroom	One Elegant Nightstand	XO Skeleton	 | Lady Spookyraven's finest gown	12	2	37	12	12	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	93	true	Time-Spinner	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	93	true	photocopied monster	Orcish Frat Boy Spy	XO Skeleton	 | distressed denim pants | beer helmet | bejeweled pledge pin	0	0	0	0	0	0			 | USE THE FORCE | SABER YELLOW RAY	0	0	0	0	0	0		
1	93	true	The Haunted Gallery	The ghost of Waldo the Carpathian	XO Skeleton	 | psychokinetic energy blob (3) | X | good brain	15	3	33	14	15	0				0	0	0	0	0	0		
1	93	true	The Beanbat Chamber	beanbat	XO Skeleton	 | enchanted bean | sonar-in-a-biscuit	0	0	0	0	0	0			 | USE THE FORCE | SABER YELLOW RAY	0	0	0	0	0	0		
1	93	true	The Penultimate Fantasy Airship	The Beginning of the End of the Penultimate Fantasy	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	93	false	The Penultimate Fantasy Airship	Random Lack of an Encounter	XO Skeleton	 | model airship	0	-1	0	0	0	0				0	0	0	0	0	0		
1	94	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | metallic A	12	2	45	19	24	0				0	0	0	0	0	0		
1	95	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	6				0	0	0	0	0	0		
1	95	false	The Penultimate Fantasy Airship	Father Nikolai Ravonovich	XO Skeleton	 | hunter brain	13	3	45	18	13	0				0	0	0	0	0	0		
1	96	true	The Penultimate Fantasy Airship	Quiet Healer	XO Skeleton	 | amulet of extreme plot significance | scroll of drastic healing | soft green echo eyedrop antidote	0	0	0	0	0	0			 | USE THE FORCE | SABER YELLOW RAY	0	0	0	0	0	0		
1	96	false	The Penultimate Fantasy Airship	Irritating Series of Random Encounters	XO Skeleton	 | tiny house	338	2	52	19	13	0				0	0	0	0	0	0		
1	97	false	The Penultimate Fantasy Airship	Protagonist	XO Skeleton	 | phonics down | blue pixel	230	2	56	17	10	0				0	0	0	0	0	0		
1	98	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | metallic A | oversized pizza cutter | O	13	2	49	22	19	0				0	0	0	0	0	0		
1	99	false	The Penultimate Fantasy Airship	Gesundheitgeist!	XO Skeleton	 | Tissue Paper Immateria	0	-1	0	0	0	0				0	0	0	0	0	0		
1	100	true	The Penultimate Fantasy Airship	sausage goblin	XO Skeleton	 | magical sausage casing | blue pixel	163	4	110	39	42	0				0	0	0	0	0	0		
1	100	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | Gathered Meat-Clip	12	3	59	26	10	0			 | INFECTIOUS BITE	0	0	0	0	0	0		
1	101	true	The Penultimate Fantasy Airship	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
1	101	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | metallic A	10	2	56	19	15	0				0	0	0	0	0	0		
1	102	false	The Penultimate Fantasy Airship	Quiet Healer	XO Skeleton	 | soft green echo eyedrop antidote | X | good brain	293	2	43	11	11	0				0	0	0	0	0	0		
1	103	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | metallic A	13	2	19	13	13	0				0	0	0	0	0	0		
1	104	false	The Penultimate Fantasy Airship	Don't Chew on That Spirit!	XO Skeleton	 | Tin Foil Immateria	0	-1	0	0	0	0				0	0	0	0	0	0		
1	105	false	The Penultimate Fantasy Airship	Burly Sidekick	XO Skeleton	 | Mohawk wig | cocoa eggshell fragment | good brain	279	3	24	6	7	0			 | HUGS AND KISSES	0	0	0	0	0	0		
1	106	true	The Haunted Gallery	guy with a pitchfork, and his wife	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
1	106	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton		0	2	0	0	0	0				0	0	0	0	0	0		
1	107	false	The Penultimate Fantasy Airship	Spunky Princess	XO Skeleton	 | titanium assault umbrella | decent brain	308	2	17	12	5	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	108	false	The Penultimate Fantasy Airship	MagiMechTech MechaMech	XO Skeleton	 | metallic A | photoprotoneutron torpedo | green pixel | O	10	2	19	8	11	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	109	false	The Penultimate Fantasy Airship	The Most Absorbent Spirit Ever	XO Skeleton	 | Gauze Immateria	0	-1	0	0	0	0				0	0	0	0	0	0		
1	110	false	The Penultimate Fantasy Airship	Quiet Healer	XO Skeleton		0	2	0	0	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	111	false	The Penultimate Fantasy Airship	Irritating Series of Random Encounters	XO Skeleton	 | soft green echo eyedrop antidote | tiny house | cocoa eggshell fragment | good brain	294	2	21	5	8	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	112	false	The Penultimate Fantasy Airship	Burly Sidekick	XO Skeleton	 | good brain	327	2	16	8	8	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	113	false	The Penultimate Fantasy Airship	Irritating Series of Random Encounters	XO Skeleton	 | tiny house | white pixel | X | good brain | Gathered Meat-Clip	380	2	17	6	9	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	114	false	The Penultimate Fantasy Airship	Rip Rop Wrappety Do	XO Skeleton	 | Plastic Wrap Immateria	0	-1	0	0	0	0				0	0	0	0	0	0		
1	115	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
1	115	false	The Penultimate Fantasy Airship	Charity the Zombie Hunter	XO Skeleton	 | hunter brain	13	2	18	7	6	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	116	true	The Outskirts of Cobb's Knob	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	186	2	30	6	12	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	116	false	The Boss Bat's Lair	beefy bodyguard bat	XO Skeleton	 | white pixel | crappy brain	556	2	7	1	3	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	117	false	The Boss Bat's Lair	beefy bodyguard bat	XO Skeleton	 | crappy brain	594	2	7	2	2	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	118	false	The Boss Bat's Lair	beefy bodyguard bat	XO Skeleton	 | O | crappy brain	599	2	8	1	2	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	119	true	The Boss Bat's Lair	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	191	2	25	6	17	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	119	false	The Boss Bat's Lair	beefy bodyguard bat	XO Skeleton	 | beefy pill | Pok&eacute;-Gro fertilizer	659	2	10	2	1	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	120	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
1	120	false	The Boss Bat's Lair	The Boss Bat	XO Skeleton	 | dense meat stack | batskin belt | boss brain	12	2	13	4	3	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	121	false	The Penultimate Fantasy Airship	Spunky Princess	XO Skeleton		0	2	0	4	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	122	true	The Penultimate Fantasy Airship	Playing Fetch*	XO Skeleton	 | tennis ball	0	-1	0	0	0	0				0	0	0	0	0	0		
1	122	false	The Penultimate Fantasy Airship	Quiet Healer	XO Skeleton	 | amulet of extreme plot significance | scroll of drastic healing | decent brain	332	2	19	6	5	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	123	false	The Penultimate Fantasy Airship	Burly Sidekick	XO Skeleton	 | cocoa eggshell fragment | good brain	353	2	14	7	11	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	124	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	124	false	The Penultimate Fantasy Airship	F-F-Fantastic!	XO Skeleton	 | S.O.C.K.	0	-1	0	0	0	0				0	0	0	0	0	0		
1	125	TRUE	CONSUME: eat 10 good brain	N/A	XO Skeleton		0	-1	0	0	0	40				0	0	0	0	0	0		
1	125	false	The Castle in the Clouds in the Sky (Basement)	You Don't Mess Around with Gym	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	126	false	The Castle in the Clouds in the Sky (Ground Floor)	Putting Off Is Off-Putting	XO Skeleton	 | very overdue library book	0	-1	0	0	0	0				0	0	0	0	0	0		
1	127	false	The Castle in the Clouds in the Sky (Ground Floor)	Procrastination Giant	XO Skeleton		0	2	0	5	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	128	true	The Castle in the Clouds in the Sky (Ground Floor)	sausage goblin	XO Skeleton	 | magical sausage casing	154	2	30	14	16	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	128	false	The Castle in the Clouds in the Sky (Ground Floor)	Procrastination Giant	XO Skeleton	 | O | Gathered Meat-Clip	312	2	23	13	15	0	 | Cunctatitis (5)		 | KODIAK MOMENT	0	0	0	0	0	0		
1	129	false	The Castle in the Clouds in the Sky (Ground Floor)	Home on the Free Range	XO Skeleton	 | electric boning knife	0	-1	0	0	0	0				0	0	0	0	0	0		
1	130	true	The Haunted Gallery	terrible mutant	XO Skeleton		0	2	0	4	0	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	130	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	130	false	The Defiled Nook	toothy sklelton	XO Skeleton		0	2	0	0	0	0				0	0	0	0	0	0		
1	131	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	131	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	131	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	131	true	The Defiled Nook	party skelteon	XO Skeleton		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
1	131	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	131	false	The Defiled Nook	spiny skelelton	XO Skeleton	 | skeleton bone | smart skull | evil eye | skelelton spine | succulent marrow | decent brain	12	2	18	8	8	0				0	0	0	0	0	0		
1	132	false	The Defiled Nook	spiny skelelton	XO Skeleton	 | skeleton bone | smart skull | evil eye | skelelton spine | succulent marrow | X | decent brain	12	2	19	12	5	0				0	0	0	0	0	0		
1	133	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	133	true	The Defiled Nook	Skull, Skull, Skull	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	133	false	The Defiled Nook	spiny skelelton	XO Skeleton		0	2	0	5	0	0				0	0	0	0	0	0		
1	134	false	The Defiled Nook	spiny skelelton	XO Skeleton	 | skeleton bone | smart skull | evil eye | skelelton spine | succulent marrow | decent brain	12	2	25	2	10	0				0	0	0	0	0	0		
1	135	true	The Castle in the Clouds in the Sky (Ground Floor)	sausage goblin	XO Skeleton		0	4	0	0	0	0			 | INFECTIOUS BITE	0	0	0	0	0	0		
1	135	false	The Castle in the Clouds in the Sky (Ground Floor)	Foodie Giant	XO Skeleton	 | giant heirloom grape tomato | chipotle wasabi cilantro aioli | good brain	316	3	43	8	17	0				0	0	0	0	0	0		
1	136	false	The Castle in the Clouds in the Sky (Ground Floor)	Possibility Giant	XO Skeleton	 | plot hole | probability potion | O | good brain	369	3	47	10	16	0				0	0	0	0	0	0		
1	137	true	The Castle in the Clouds in the Sky (Ground Floor)	Home on the Free Range	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	137	false	The Castle in the Clouds in the Sky (Ground Floor)	Possibility Giant	XO Skeleton	 | plot hole | probability potion | chaos butterfly | good brain	441	3	30	18	23	0				0	0	0	0	0	0		
1	138	true	The Castle in the Clouds in the Sky (Ground Floor)	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
1	138	false	The Castle in the Clouds in the Sky (Ground Floor)	Procrastination Giant	XO Skeleton	 | good brain	468	3	32	23	15	0				0	0	0	0	0	0		
1	139	false	The Castle in the Clouds in the Sky (Ground Floor)	Top of the Castle, Ma	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	140	true	Cook 1 wad of dough + 1 soda water	N/A	XO Skeleton	 | loaf of soda bread	0	-1	0	0	0	0				0	0	0	0	0	0		
1	140	true	Cook 25 wad of dough + 25 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	140	true	The Defiled Nook	Seeing-Eyes Dog	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	140	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
1	140	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	140	false	The Defiled Nook	giant skeelton	XO Skeleton	 | skeleton bone | skeleton bone | skeleton bone | boss brain	10	2	43	14	23	0				0	0	0	0	0	0		
1	141	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	141	false	The Castle in the Clouds in the Sky (Top Floor)	Keep On Turnin' the Wheel in the Sky	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	142	true	The Castle in the Clouds in the Sky (Top Floor)	sausage goblin	XO Skeleton	 | magical sausage casing | X | good brain	195	10	25	19	15	0			 | SUMMON LOVE GNATS | SUMMON LOVE STINKBUG | SUMMON LOVE MOSQUITO	0	0	0	0	0	0		
1	142	false	The Castle in the Clouds in the Sky (Top Floor)	Copper Feel	XO Skeleton	 | steam-powered model rocketship	0	-1	0	0	0	0				0	0	0	0	0	0		
1	143	false	The Goatlet	dairy goat	XO Skeleton		0	2	0	4	0	0				0	0	0	0	0	0		
1	144	true	The Goatlet	sabre-toothed goat	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
1	144	false	The Goatlet	a dairy goat!	XO Skeleton	 | goat cheese | Shivering Ch&egrave;vre | blue pixel | decent brain	137	3	22	5	2	0			 | CHEAT CODE: REPLACE ENEMY	0	0	0	0	0	0	 | drunk goat	
1	145	false	The Goatlet	a dairy goat!	XO Skeleton	 | goat cheese | glass of goat's milk | decent brain	169	4	21	3	4	0			 | CHEAT CODE: REPLACE ENEMY	0	0	0	0	0	0	 | drunk goat	
1	146	true	Combing the Beach	N/A	XO Skeleton		0	-1	0	0	0	0	 | Cold as Nice (50)			0	0	0	0	0	0		
1	146	false	Mist-Shrouded Peak	panicking Knott Yeti	XO Skeleton	 | yeti fur | good brain	551	2	30	11	9	0				0	0	0	0	0	0		
1	147	false	Mist-Shrouded Peak	panicking Knott Yeti	XO Skeleton	 | yeti fur | white pixel | O | good brain	449	2	34	5	12	0				0	0	0	0	0	0		
1	148	false	Mist-Shrouded Peak	panicking Knott Yeti	XO Skeleton	 | yeti fur | good brain	513	2	27	15	6	0				0	0	0	0	0	0		
1	149	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton	 | giant discarded bottlecap	0	-1	0	0	0	7				0	0	0	0	0	0		
1	149	false	Mist-Shrouded Peak	Groar	XO Skeleton	 | Groar's fur | dense meat stack (5) | green pixel | boss brain	14	3	48	23	24	0				0	0	0	0	0	0		
1	150	true	The Haunted Gallery	cubist bull	XO Skeleton	 | decent brain	224	2	18	14	5	0			 | CHEST X-RAY	0	0	1	0	0	0		
1	150	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	150	true	The Haunted Gallery	Is There A Doctor In The House?	XO Skeleton	 | antique spear | antique shield | X	14	2	16	9	13	0			 | CHEST X-RAY	0	0	1	0	0	0		
1	150	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	150	false	The Spooky Forest	Consciousness of a Stream	XO Skeleton	 | tree-holed coin	300	-1	0	0	0	0				0	0	0	0	0	0		
1	151	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	151	false	The Spooky Forest	Consciousness of a Stream	XO Skeleton	 | mosquito larva	500	-1	0	0	0	0				0	0	0	0	0	0		
1	152	false	The Spooky Forest	O Lith, Mon	XO Skeleton	 | Spooky Temple map	0	-1	0	0	0	0				0	0	0	0	0	0		
1	153	true	Chateau Painting	Black Crayon Crimbo Elf	XO Skeleton	 | tin of submardines | crayon shavings | good brain	11	3	40	18	12	0				0	0	0	0	0	0		
1	153	false	The Haunted Gallery	Louvre It or Leave It (The Persistence of Memory)	XO Skeleton	 | Lady Spookyraven's dancing shoes	0	-1	0	0	0	0				0	0	0	0	0	0		
1	154	true	The Tavern Cellar	Staring Down the Barrel	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	154	false	The Tavern Cellar	bunch of drunken rats	XO Skeleton	 | rat whisker | rat whisker | rat whisker | rat appendix | good brain	56	2	27	11	11	0				0	0	0	0	0	0		
1	155	true	The Tavern Cellar	A Rat's Home...	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	155	false	The Tavern Cellar	Those Who Came Before You	XO Skeleton	 | Ben-Gal&trade; Balm | shiny ring	0	-1	0	0	0	0				0	0	0	0	0	0		
1	156	false	The Tavern Cellar	bunch of drunken rats	XO Skeleton	 | rat whisker | rat appendix	56	2	21	22	11	0				0	0	0	0	0	0		
1	157	false	The Tavern Cellar	bunch of drunken rats	XO Skeleton	 | rat whisker | rat appendix | rat appendix | rat appendix | good brain	53	2	31	14	5	0				0	0	0	0	0	0		
1	158	false	The Tavern Cellar	bunch of drunken rats	XO Skeleton	 | rat whisker | rat whisker | O | good brain	48	2	25	12	12	0				0	0	0	0	0	0		
1	159	false	The Tavern Cellar	Of Course!	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	160	true	Boxing Daycare	Enter the Boxing Daycare	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	160	true	Boxing Daycare	Enter the Boxing Daycare	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	160	true	Boxing Daycare	Enter the Boxing Daycare	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	160	true	Boxing Daycare	Enter the Boxing Daycare	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	160	false	Boxing Daycare	Enter the Boxing Daycare	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
1	161	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | Gathered Meat-Clip	13	2	33	16	13	0		|exploding cigar		0	0	0	0	0	0		
1	162	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain	13	4	30	14	11	0		|exploding cigar	 | KODIAK MOMENT	0	0	0	0	0	0		
1	163	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain	15	3	37	10	16	0		|exploding cigar	 | KODIAK MOMENT	0	0	0	0	0	0		
1	164	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain	15	2	40	9	9	0		|exploding cigar		0	0	0	0	0	0		
1	165	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | fat loot token | good brain	10	2	33	18	6	0		|exploding cigar		0	0	0	0	0	0		
1	166	true	The Haunted Kitchen	The Icewoman	none	 | psychokinetic energy blob (4) | decent brain	11	2	18	12	6	0			 | KODIAK MOMENT	0	0	0	0	0	0		
1	166	true	Your Witchess Set	N/A	none		0	-1	0	0	0	0				0	0	0	0	0	0		
1	166	true	Your Witchess Set	Witchess Puzzles	none		0	-1	0	0	0	0				0	0	0	0	0	0		
1	166	true	The Outskirts of Cobb's Knob	Knob Goblin Assistant Chef	none	 | perfect dark and stormy | Knob Goblin tongs | decent brain	56	2	14	3	7	0			 | CHEST X-RAY	0	0	1	0	0	0		
1	166	true	The Outskirts of Cobb's Knob	Knob Goblin Barbecue Team	none		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
1	166	true	The Outskirts of Cobb's Knob	sleeping Knob Goblin Guard	none		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
1	166	true	The Outskirts of Cobb's Knob	Sub-Assistant Knob Mad Scientist	none		0	1	0	0	0	0			 | KGB TRANQUILIZER DART	1	1	0	0	0	0		
1	166	false	The Outskirts of Cobb's Knob	Knob Goblin Assistant Chef	none		0	3	4	0	0	0			 | COWBOY KICK	0	0	0	0	0	0		
1	167	false	The Outskirts of Cobb's Knob	Knob Goblin Assistant Chef	none	 | decent brain	25	3	10	13	5	0			 | COWBOY KICK	0	0	0	0	0	0		
1	168	false	The Outskirts of Cobb's Knob	Knob Goblin Barbecue Team	none	 | bowl of cottage cheese | decent brain	32	2	18	6	3	0				0	0	0	0	0	0		
1	169	false	The Outskirts of Cobb's Knob	Knob Goblin Barbecue Team	none	 | bone with a price tag on it | bowl of cottage cheese | decent brain	30	2	17	4	7	0				0	0	0	0	0	0		
1	170	false	The Outskirts of Cobb's Knob	Code Red	none	 | Knob Goblin encryption key	0	-1	0	0	0	0				0	0	0	0	0	0		
1	171	true	Cobb's Knob Harem	Knob Goblin Harem Guard	none		0	0	0	0	0	0			 | USE THE FORCE | SABER BANISH	0	1	0	0	0	0		
1	171	true	Cobb's Knob Harem	Knob Goblin Harem Girl	none	 | Knob Goblin harem pants | Knob Goblin harem veil | disease | finger cymbals	0	0	0	0	0	0			 | USE THE FORCE | SABER YELLOW RAY	0	0	0	0	0	0		
1	171	false	Cobb's Knob Harem	Plucked	none		0	-1	0	0	0	0	 | Knob Goblin Perfume (1)			0	0	0	0	0	0		
1	172	TRUE	CONSUME: eat 1 boss brain	N/A	none		0	-1	0	0	0	7				0	0	0	0	0	0		
1	172	false	Throne Room	The Knob Goblin King	none	 | dense meat stack (2) | Crown of the Goblin King | Cobb's Knob lab key | boss brain	15	2	54	35	18	0				0	0	0	0	0	0		
1	173	false	The Haunted Ballroom	Having a Ball in the Ballroom	none		0	-1	0	0	0	0				0	0	0	0	0	0		
1	174	true	The Haunted Ballroom	terrible mutant	none	 | spirit gum | glob of undifferentiated tissue | good brain	30	8	66	27	21	0			 | ASDON MARTIN: BEAN BAG CANNON | OTOSCOPE	0	0	0	0	0	0		
1	174	TRUE	CONSUME: eat 1 good brain	N/A	none		0	-1	0	0	0	4				0	0	0	0	0	0		
1	174	TRUE	CONSUME: drink 1 perfect dark and stormy	N/A	XO Skeleton		0	-1	0	0	0	19				0	0	0	0	0	0		
1	174	false	Dr. Gordon Stuart's Science Tent	Eldritch Tentacle	none		0	3	0	0	0	0			 | KODIAK MOMENT | COWBOY KICK	0	0	0	0	0	0		
2	175	true	Boxing Daycare	Have a Boxing Daydream	XO Skeleton	 | punch-drunk punch	0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	Deck of Every Card	XVI - The Tower	XO Skeleton	 | Sneaky Pete's key	0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	Your Witchess Set	Witchess Rook	XO Skeleton	 | Greek fire	0	3	102	34	42	0			 | KODIAK MOMENT | DRAGOON PLATOON	0	0	0	0	0	0		
2	175	true	The Haunted Ballroom	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	119	3	134	40	39	0			 | KODIAK MOMENT | DRAGOON PLATOON	0	0	0	0	0	0		
2	175	true	Boxing Daycare	Visit the Boxing Day Spa	XO Skeleton		0	-1	0	0	0	0	 | Muddled (100)			0	0	0	0	0	0		
2	175	true	Chateau Painting	Black Crayon Crimbo Elf	XO Skeleton	 | crayon shavings | good brain	61	8	267	75	94	0		|LOV Enamorang|LOV Enamorang|jam band bootleg	 | BEAR-LY LEGAL	0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton	 | training helmet | X	0	2	83	14	19	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	73	20	19	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	78	18	17	0				0	0	0	0	0	0		
